word,meaning,sort,title,phonetic,definition
matrix,n.矩阵；铸模,5,Chapter 5 学校教育,/ˈmeɪtrɪks/,A word in this category
decimal,adj. 小数的；十避位的 n. 小数,5,Chapter 5 学校教育,/ˈdesɪm(ə)l/,A word in this category
percent,( = percent ) n. ［单复数同形］百分之......,5,Chapter 5 学校教育,/pəˈsent/,A word in this category
ferment,v. (使｝发酵；骚动   n. 酶；发酵；动乱,5,Chapter 5 学校教育,/fəˈment/,A word in this category
formula,n. 公式，万程式；原则；配方；分子式,5,Chapter 5 学校教育,/ˈfɔːmjələ/,A word in this category
rectangle,n.长方形，矩形,5,Chapter 5 学校教育,/ˈrektæŋɡl/,A word in this category
cube,n.立方体；立方，三次幕；立方形的东西,5,Chapter 5 学校教育,/kjuːb/,A word in this category
angle,n.角；角度,5,Chapter 5 学校教育,/ˈæŋɡ(ə)l/,A word in this category
triangle,n.三角形；三角关系,5,Chapter 5 学校教育,/ˈtraɪæŋɡ(ə)l/,A word in this category
diagonal,adj.斜纹的；对角线的n.对角线；斜纹织物,5,Chapter 5 学校教育,/daɪˈæɡən(ə)l/,A word in this category
straight,adj.直的adv.笔直地；直接,5,Chapter 5 学校教育,/streɪt/,A word in this category
circle,n.圆,5,Chapter 5 学校教育,/ˈsɜːk(ə)l/,A word in this category
round,adj.圆的n.绕圈；一轮adv.环绕,5,Chapter 5 学校教育,/raʊnd/,A word in this category
dot,n.点，圆点v.在......上打点,5,Chapter 5 学校教育,/dɒt/,A word in this category
sphere,n.球体；球状物；范围，领域,5,Chapter 5 学校教育,/sfɪə(r)/,A word in this category
cone,n.圆锥体；锥形物,5,Chapter 5 学校教育,/kəʊn/,A word in this category
extent,n.广度，范围；程度,5,Chapter 5 学校教育,/ɪkˈstent/,A word in this category
width,n.宽度,5,Chapter 5 学校教育,/wɪdθ; wɪtθ/,A word in this category
length,n.长度,5,Chapter 5 学校教育,/leŋkθ; leŋθ/,A word in this category
proportion,n.比例,5,Chapter 5 学校教育,/prəˈpɔːʃ(ə)n/,A word in this category
rate,n.比率，率；速度,5,Chapter 5 学校教育,/reɪt/,A word in this category
ratio,n.比(率),5,Chapter 5 学校教育,/ˈreɪʃiəʊ/,A word in this category
fraction,n.分数；小部分；片断,5,Chapter 5 学校教育,/ˈfrækʃn/,A word in this category
scale,n.刻度；规模；［~s］天平；鳞v.攀登,5,Chapter 5 学校教育,/skeɪl/,A word in this category
ounce,n.盎司；少量,5,Chapter 5 学校教育,/aʊns/,A word in this category
density,n.密度；浓度,5,Chapter 5 学校教育,/ˈdensəti/,A word in this category
Fahrenheit,adj.华氏温标的,5,Chapter 5 学校教育,/ˈfærənhaɪt/,A word in this category
mercury,n.水银，汞；［M~］水星,5,Chapter 5 学校教育,/ˈmɜːkjəri/,A word in this category
battery,n.电池；(物品的)一组,5,Chapter 5 学校教育,/ˈbætri/,A word in this category
volt,n.伏特(电压单位),5,Chapter 5 学校教育,/vəʊlt/,A word in this category
radiate,v.辐射，发散；从中心向四周散开,5,Chapter 5 学校教育,/ˈreɪdieɪt/,A word in this category
emit,v.散发(光、热、气等)；发出(声音),5,Chapter 5 学校教育,/iˈmɪt/,A word in this category
transparent,adj.透明的；易看穿的,5,Chapter 5 学校教育,/trænsˈpærənt/,A word in this category
hollow,adj.空(心)的，中空的,5,Chapter 5 学校教育,/ˈhɒləʊ/,A word in this category
ozone,n.臭氧,5,Chapter 5 学校教育,/ˈəʊzəʊn/,A word in this category
gravity,n.地球引力，重力,5,Chapter 5 学校教育,/ˈɡrævəti/,A word in this category
friction,n.摩擦；摩擦力；不和，矛盾,5,Chapter 5 学校教育,/ˈfrɪkʃ(ə)n/,A word in this category
eccentric,adj.不同圆心的；古怪的,5,Chapter 5 学校教育,/ɪkˈsentrɪk/,A word in this category
displace,V.移动……的位置；取代，替代,5,Chapter 5 学校教育,/dɪsˈpleɪs/,A word in this category
boil,v.煮沸，(使)沸腾n.沸点,5,Chapter 5 学校教育,/bɔɪl/,A word in this category
melt,v.(使)融化；(使)熔化,5,Chapter 5 学校教育,/melt/,A word in this category
dissolve,v.(使)溶解；解散,5,Chapter 5 学校教育,/dɪˈzɒlv/,A word in this category
rust,v.(使)生锈n.锈，铁锈,5,Chapter 5 学校教育,/rʌst/,A word in this category
dilute,v.冲淡，稀释adj.稀释了的；减弱了的,5,Chapter 5 学校教育,/daɪˈluːt/,A word in this category
acid,n.酸adj.酸的；讽刺的，尖刻的,5,Chapter 5 学校教育,/ˈæsɪd/,A word in this category
noxious,adj.有害的,5,Chapter 5 学校教育,/ˈnɒkʃəs/,A word in this category
static,adj.静态的；静力的,5,Chapter 5 学校教育,/ˈstætɪk/,A word in this category
inert,adj. 无生气的；惰性的，不活泼的,5,Chapter 5 学校教育,/ɪˈnɜːt/,A word in this category
inherent,adj.内在的，固有的,5,Chapter 5 学校教育,/ɪnˈherənt/,A word in this category
compulsory,adj. 强制的,5,Chapter 5 学校教育,/kəmˈpʌlsəri/,A word in this category
component,n.成分，组成部分,5,Chapter 5 学校教育,/kəmˈpəʊnənt/,A word in this category
compose,v.组成，构成；创作(音乐)；写,5,Chapter 5 学校教育,/kəmˈpəʊz/,A word in this category
mixture,n.混合(物),5,Chapter 5 学校教育,/ˈmɪkstʃə(r)/,A word in this category
blend,v.混合；(使)交融  n.混合物,5,Chapter 5 学校教育,/blend/,A word in this category
theory,n.理论；学说,5,Chapter 5 学校教育,/ˈθɪəri/,A word in this category
empirical,adj.以实验为依据的；经验主义的,5,Chapter 5 学校教育,/ɪmˈpɪrɪk(ə)l/,A word in this category
practical,adj.实际的；有用的；务实的；心灵手巧的,5,Chapter 5 学校教育,/ˈpræktɪkl/,A word in this category
doctrine,n.学说；教义；信条,5,Chapter 5 学校教育,/ˈdɒktrɪn/,A word in this category
principle,n.原则；(科学)原理,5,Chapter 5 学校教育,/ˈprɪnsəp(ə)l/,A word in this category
discipline,n.纪律；训练,5,Chapter 5 学校教育,/ˈdɪsəplɪn/,A word in this category
term,n.期限；术语；［尤英］学期,5,Chapter 5 学校教育,/tɜːm/,A word in this category
semester,n.学期,5,Chapter 5 学校教育,/sɪˈmestə(r)/,A word in this category
timetable,n.时间表；课程表,5,Chapter 5 学校教育,/ˈtaɪmteɪb(ə)l/,A word in this category
schedule,n.日程安排；［美］时刻表,5,Chapter 5 学校教育,/ˈʃedjuːl/,A word in this category
deadline,n.截止日期,5,Chapter 5 学校教育,/ˈdedlaɪn/,A word in this category
course,n.课程,5,Chapter 5 学校教育,/kɔːs/,A word in this category
lesson,n.一堂课；课程；教训,5,Chapter 5 学校教育,/ˈles(ə)n/,A word in this category
curriculum,n.课程；(学校等的)全部课程,5,Chapter 5 学校教育,/kəˈrɪkjələm/,A word in this category
seminar,n.研讨会；讨论课,5,Chapter 5 学校教育,/ˈsemɪnɑː(r)/,A word in this category
forum,n.讨论会，论坛；公开讨论的广场,5,Chapter 5 学校教育,/ˈfɔːrəm/,A word in this category
syllabus,n.教学大纲,5,Chapter 5 学校教育,/ˈsɪləbəs/,A word in this category
system,n.系统；体系，制度,5,Chapter 5 学校教育,/ˈsɪstəm/,A word in this category
rudimentary,adj.基本的，粗浅的,5,Chapter 5 学校教育,/ˌruːdɪˈment(ə)ri/,A word in this category
basic,adj.基本的，基础的,5,Chapter 5 学校教育,/ˈbeɪsɪk/,A word in this category
fundamental,adj.基础的，基本的；根本的,5,Chapter 5 学校教育,/ˌfʌndəˈment(ə)l/,A word in this category
elementary,adj.基本的；初级的,5,Chapter 5 学校教育,/ˌelɪˈmentri/,A word in this category
profound,adj. (影响)深刻的，深远的；见解深刻的,5,Chapter 5 学校教育,/prəˈfaʊnd/,A word in this category
superficial,adj.表面的，外表的；肤浅的,5,Chapter 5 学校教育,/ˌsuːpəˈfɪʃ(ə)l/,"Only on the surface, not deep"
surface,n.表面；地面；水面,5,Chapter 5 学校教育,/ˈsɜːfɪs/,A word in this category
prerequisite,n.必备条件adj.必备的,5,Chapter 5 学校教育,/ˌpriːˈrekwəzɪt/,A word in this category
selective,adj.选择性的,5,Chapter 5 学校教育,/sɪˈlektɪv/,A word in this category
elective,adj.选举的；［美］选修的n. ［美］选修科目,5,Chapter 5 学校教育,/ɪˈlektɪv/,A word in this category
assignment,n. (布置的)作业；｛分派的｝任务,5,Chapter 5 学校教育,/əˈsaɪnmənt/,A word in this category
submit,v.服从；提交，呈递,5,Chapter 5 学校教育,/səbˈmɪt/,A word in this category
preview,n.预习 v.预习,5,Chapter 5 学校教育,/ˈpriːvjuː/,A word in this category
review,n.回顾；复习 v.回顾；复习,5,Chapter 5 学校教育,/rɪˈvjuː/,A word in this category
revise,v.修订，修改,5,Chapter 5 学校教育,/rɪˈvaɪz/,A word in this category
inspect,v.检查；检阅，视察,5,Chapter 5 学校教育,/ɪnˈspekt/,A word in this category
consult,V.请教；查阅,5,Chapter 5 学校教育,/kənˈsʌlt/,A word in this category
skim,v.掠过，擦边；略读,5,Chapter 5 学校教育,/skɪm/,A word in this category
scan,v.细看；浏览；扫描n.扫描检查；浏览,5,Chapter 5 学校教育,/skæn/,A word in this category
scrutinise,v.详细检查，仔细查看,5,Chapter 5 学校教育,/ˈskruːtɪnaɪz/,A word in this category
recite,V.背诵，朗诵,5,Chapter 5 学校教育,/rɪˈsaɪt/,A word in this category
dictate,v.让(某人)昕写；命令，强行规定,5,Chapter 5 学校教育,/dɪkˈteɪt/,A word in this category
examination,n.考试；细查,5,Chapter 5 学校教育,/ɪɡˌzæmɪˈneɪʃ(ə)n/,A word in this category
test,n.试验，检验  v.试验，检验,5,Chapter 5 学校教育,/test/,A word in this category
quiz,n.智力竞赛；小测验,5,Chapter 5 学校教育,/kwɪz/,A word in this category
presentation,n.陈述；表演，演出,5,Chapter 5 学校教育,/ˌprez(ə)nˈteɪʃ(ə)n/,A word in this category
point,n. 点；要点,5,Chapter 5 学校教育,/pɔɪnt/,A word in this category
abstract,n. 摘要 adj. 抽象的 v. 提取；把…抽象出,5,Chapter 5 学校教育,/ˈæbstrækt/,A word in this category
postulate,v. 假定，假设/n. 假定，假设,5,Chapter 5 学校教育,/ˈpɒstʃəleɪt/,A word in this category
detect,v. 察觉，发觉；侦察出,5,Chapter 5 学校教育,/dɪˈtekt/,A word in this category
deliberate,v.深思熟虑，仔细考虑  adj.审慎的,5,Chapter 5 学校教育,/dɪˈlɪbərət/,A word in this category
diagnose,v.判断；诊断,5,Chapter 5 学校教育,/ˈdaɪəɡnəʊz/,A word in this category
plagiarise,v.抄袭,5,Chapter 5 学校教育,/ˈpleɪdʒəraɪz/,A word in this category
copy,n.复制品 v.抄写；复制,5,Chapter 5 学校教育,/ˈkɒpɪ/,A word in this category
print,v.打印 n. 印刷品；冲印出来的)照片,5,Chapter 5 学校教育,/prɪnt/,A word in this category
thesis,n.论文,5,Chapter 5 学校教育,/ˈθiːsɪs/,A word in this category
essay,n. (学生为某门课程写的)短文论说文；(关于政治、社会等的)小品文,5,Chapter 5 学校教育,/ˈeseɪ/,A word in this category
paper,n.论文；纸,5,Chapter 5 学校教育,/ˈpeɪpə(r)/,A word in this category
dissertation,n.专题论文，(尤指)学位论文,5,Chapter 5 学校教育,/ˌdɪsəˈteɪʃ(ə)n/,A word in this category
project,n. (大中学学生的)专题研究；顶目，方案,5,Chapter 5 学校教育,/ˈprɒdʒekt; prəˈdʒekt/,A word in this category
heading,n.标题；主题,5,Chapter 5 学校教育,/ˈhedɪŋ/,A word in this category
outset,n.开端，开始,5,Chapter 5 学校教育,/ˈaʊtset/,A word in this category
outline,n.概要；轮廓，略图,5,Chapter 5 学校教育,/ˈaʊtlaɪn/,A word in this category
gist,n.主旨，要点,5,Chapter 5 学校教育,/dʒɪst/,A word in this category
opinion,n.看法；评价,5,Chapter 5 学校教育,/əˈpɪnjən/,A word in this category
introduce,v.介绍；引进,5,Chapter 5 学校教育,/ˌɪntrəˈdjuːs/,A word in this category
reference,n.参考；推荐函；提及，涉及,5,Chapter 5 学校教育,/ˈrefrəns/,A word in this category
cite,v.引用,5,Chapter 5 学校教育,/saɪt/,A word in this category
elicit,v.引出；探出，套出,5,Chapter 5 学校教育,/ɪˈlɪsɪt/,A word in this category
quote,v.引用，引述；报(价),5,Chapter 5 学校教育,/kwəʊt/,A word in this category
extract,n.摘录,5,Chapter 5 学校教育,/ˈekstrækt; ɪkˈstrækt/,A word in this category
summary,n.摘要，概要,5,Chapter 5 学校教育,/ˈsʌməri/,A word in this category
assume,v.假定，设想；承担｛责任)；取得｛权力),5,Chapter 5 学校教育,/əˈsjuːm/,A word in this category
presume,v.假定，假设；料想,5,Chapter 5 学校教育,/prɪˈzjuːm/,A word in this category
suppose,v.假定；认为,5,Chapter 5 学校教育,/səˈpəʊz/,A word in this category
hypothesis,n.假说，假设,5,Chapter 5 学校教育,/haɪˈpɒθəsɪs/,A word in this category
speculate,v.推测,5,Chapter 5 学校教育,/ˈspekjuleɪt/,A word in this category
predict,V.预测,5,Chapter 5 学校教育,/prɪˈdɪkt/,A word in this category
perceive,v.感知，察觉，意识到,5,Chapter 5 学校教育,/pəˈsiːv/,A word in this category
discern,v.觉察出；分辨出,5,Chapter 5 学校教育,/dɪˈsɜːn/,A word in this category
recognise,( = recognize) v. 认识，辨认出,5,Chapter 5 学校教育,/ˈrekəɡnaɪz/,A word in this category
conscious,adj.意识到的；奋知觉的,5,Chapter 5 学校教育,/ˈkɒnʃəs/,A word in this category
reckon,v.估计；期望；认为,5,Chapter 5 学校教育,/ˈrekən/,A word in this category
deem,v.认为，相信,5,Chapter 5 学校教育,/diːm/,A word in this category
imply,v.暗指，意味着,5,Chapter 5 学校教育,/ɪmˈplaɪ/,A word in this category
represent,V.代表；象征,5,Chapter 5 学校教育,/ˌreprɪˈzent/,A word in this category
insist,v.坚持，坚决认为｛或主张、要求),5,Chapter 5 学校教育,/ɪnˈsɪst/,A word in this category
persist,v.坚持不懈；持续存在,5,Chapter 5 学校教育,/pəˈsɪst/,A word in this category
understand,v.懂得，理解,5,Chapter 5 学校教育,/ˌʌndəˈstænd/,A word in this category
comprehend,v.理解，领悟,5,Chapter 5 学校教育,/ˌkɒmprɪˈhend/,A word in this category
analyse,v.分析,5,Chapter 5 学校教育,/ˈænəlaɪz/,A word in this category
infer,v.推断，推理,5,Chapter 5 学校教育,/ɪnˈfɜː(r)/,A word in this category
deduce,v.演绎，推论,5,Chapter 5 学校教育,/dɪˈdjuːs/,A word in this category
conclude,v.推断出，得出结论；(使)结束,5,Chapter 5 学校教育,/kənˈkluːd/,A word in this category
analogy,n.类比；类推,5,Chapter 5 学校教育,/əˈnælədʒi/,A word in this category
compare,v.比较；但......比作；比得上,5,Chapter 5 学校教育,/kəmˈpeə(r)/,A word in this category
contrast,n.对比；明显的差异,5,Chapter 5 学校教育,/ˈkɒntrɑːst/,A word in this category
survey,n. 民意调查  v. 对......避行民意调查,5,Chapter 5 学校教育,/ˈsɜːveɪ/,A word in this category
apply,v. 应用，适用,5,Chapter 5 学校教育,/əˈplaɪ/,A word in this category
fee,n. 酬金；费用,5,Chapter 5 学校教育,/fiː/,A word in this category
overlap,V.与......复叠；(与......)部分相同,5,Chapter 5 学校教育,/ˌəʊvəˈlæp/,A word in this category
contradiction,n.矛盾，不一致；反驳,5,Chapter 5 学校教育,/ˌkɒntrəˈdɪkʃ(ə)n/,A word in this category
disagree,v.有分歧；不同意,5,Chapter 5 学校教育,/ˌdɪsəˈɡriː/,A word in this category
differ,v.不同，相异,5,Chapter 5 学校教育,/ˈdɪfə(r)/,A word in this category
diverse,adj.不一样的，多种多样的,5,Chapter 5 学校教育,/daɪˈvɜːs/,A word in this category
nuance,n.细微差别,5,Chapter 5 学校教育,/ˈnjuːɑːns/,A word in this category
inductive,adj.归纳的；诱导的,5,Chapter 5 学校教育,/ɪnˈdʌktɪv/,A word in this category
detail,n.细节；(画等的)细部,5,Chapter 5 学校教育,/ˈdiːteɪl/,A word in this category
thorough,adj.彻底的，详尽的,5,Chapter 5 学校教育,/ˈθʌrə/,A word in this category
example,n.例子；榜样,5,Chapter 5 学校教育,/ɪɡˈzɑːmp(ə)l/,A word in this category
instance,n.实例；情况，场合,5,Chapter 5 学校教育,/ˈɪnstəns/,A word in this category
confirm,v.证实；确保，巩固,5,Chapter 5 学校教育,/kənˈfɜːm/,A word in this category
demonstrate,v.示范，演示；证明,5,Chapter 5 学校教育,/ˈdemənstreɪt/,A word in this category
illustrate,v. (用图等)说明；给(书)加插图(或图表),5,Chapter 5 学校教育,/ˈɪləstreɪt/,A word in this category
manifest,v.显示，表明,5,Chapter 5 学校教育,/ˈmænɪfest/,A word in this category
prove,v.证明；结果是,5,Chapter 5 学校教育,/pruːv/,A word in this category
determine,v.决定；下定决心；查明,5,Chapter 5 学校教育,/dɪˈtɜːmɪn/,A word in this category
decide,v.决定,5,Chapter 5 学校教育,/dɪˈsaɪd/,A word in this category
resolve,v.决心，决定；｛使｝分解为；解决,5,Chapter 5 学校教育,/rɪˈzɒlv/,A word in this category
research,n.调查；探索,5,Chapter 5 学校教育,/rɪˈsɜːtʃ/,A word in this category
observe,v.观察，观测；注意到,5,Chapter 5 学校教育,/əbˈzɜːv/,A word in this category
inquire,v.询问；调查,5,Chapter 5 学校教育,/ɪnˈkwaɪə(r)/,A word in this category
query,n.疑问；询问 v.怀疑；询问,5,Chapter 5 学校教育,/ˈkwɪəri/,A word in this category
questionnaire,n.调查表，调查问卷,5,Chapter 5 学校教育,/ˌkwestʃəˈneə(r)/,A word in this category
accomplish,v.达到(目的)，完成,5,Chapter 5 学校教育,/əˈkʌmplɪʃ/,A word in this category
attain,v.获得；达到,5,Chapter 5 学校教育,/əˈteɪn/,A word in this category
credit,n.赊购；学分；信任,5,Chapter 5 学校教育,/ˈkredɪt/,A word in this category
score,n.得分，成绩,5,Chapter 5 学校教育,/skɔː(r)/,A word in this category
mark,v.分数；标记v.标志着；v.给......打分；在....上做记号,5,Chapter 5 学校教育,/mɑːk/,A word in this category
grade,v.给......分等级n.等级；成绩等级,5,Chapter 5 学校教育,/ɡreɪd/,A word in this category
rank,n.等级；排，列v.给····平级；位列,5,Chapter 5 学校教育,/ræŋk/,A word in this category
row,n. (一)排，｛一)行,5,Chapter 5 学校教育,/rəʊ/,A word in this category
queue,n.行列v.排队等候,5,Chapter 5 学校教育,/kjuː/,A word in this category
grant,v.授予；准予；承认,5,Chapter 5 学校教育,/ɡrɑːnt/,A word in this category
praise,n.赞美 v.赞扬,5,Chapter 5 学校教育,/preɪz/,A word in this category
appreciate,v.赏识；感激；意识到,5,Chapter 5 学校教育,/əˈpriːʃieɪt/,A word in this category
feedback,n.反馈，反应,5,Chapter 5 学校教育,/ˈfiːdbæk/,A word in this category
overestimate,v.高估,5,Chapter 5 学校教育,/ˌəʊvərˈestɪmeɪt/,A word in this category
fellowship,n.研究生奖学金,5,Chapter 5 学校教育,/ˈfeləʊʃɪp/,A word in this category
scholarship,n.奖学金；学问，学识,5,Chapter 5 学校教育,/ˈskɒləʃɪp/,A word in this category
reward,n.报答；黄金 v.报答,5,Chapter 5 学校教育,/rɪˈwɔːd/,A word in this category
award,n.奖；奖品,5,Chapter 5 学校教育,/əˈwɔːd/,A word in this category
prize,n.奖赏 v.珍视,5,Chapter 5 学校教育,/praɪz/,A word in this category
technology,n. 技术,6,Chapter 6 科技发明,/tekˈnɒlədʒi/,A word in this category
technique,n. 技巧；技术,6,Chapter 6 科技发明,/tekˈniːk/,A word in this category
polytechnic,adj. 有关多种工艺的 n. 理工学院,6,Chapter 6 科技发明,/ˌpɒliˈteknɪk/,A word in this category
engineer,n. 工程师，技师,6,Chapter 6 科技发明,/ˌendʒɪˈnɪə(r)/,A word in this category
mechanic,n. 技工，机械师，机修工,6,Chapter 6 科技发明,/məˈkænɪk; mɪˈkænɪk/,A word in this category
advance,n.发展；前进 v. 发展；前进,6,Chapter 6 科技发明,/ədˈvɑːns/,A word in this category
innovate,v. 创新，改革,6,Chapter 6 科技发明,/ˈɪnəveɪt/,A word in this category
breakthrough,n. 突破,6,Chapter 6 科技发明,/ˈbreɪkθruː/,A word in this category
gizmo,n. 小装置,6,Chapter 6 科技发明,/ˈɡɪzməʊ/,A word in this category
patent,n. 专利，专利权 v. 得到……的专利权；给……专利证,6,Chapter 6 科技发明,/ˈpeɪt(ə)nt; ˈpæt(ə)nt/,A word in this category
devise,v. 设计，发明,6,Chapter 6 科技发明,/dɪˈvaɪz/,A word in this category
invent,v. 发明，创造,6,Chapter 6 科技发明,/ɪnˈvent/,A word in this category
discover,v. 发现,6,Chapter 6 科技发明,/dɪˈskʌvə(r)/,A word in this category
disclose,v. 揭露，透露,6,Chapter 6 科技发明,/dɪsˈkləʊz/,A word in this category
reveal,v. 展现；显示，透露,6,Chapter 6 科技发明,/rɪˈviːl/,A word in this category
uncover,v. 揭露，发现,6,Chapter 6 科技发明,/ʌnˈkʌvə(r)/,A word in this category
expose,v. 使暴露；揭发，使曝光,6,Chapter 6 科技发明,/ɪkˈspəʊz/,A word in this category
domain,n.(活动、学问等的)领域；领土，领地,6,Chapter 6 科技发明,/dəˈmeɪn/,A word in this category
field,n. 领域,6,Chapter 6 科技发明,/fiːld/,A word in this category
realm,n. 领域,6,Chapter 6 科技发明,/relm/,A word in this category
foundation,n. 基础；地基；基金会,6,Chapter 6 科技发明,/faʊnˈdeɪʃ(ə)n/,A word in this category
specialise,(= specialize)v. 专攻,6,Chapter 6 科技发明,/ˈspeʃəlaɪz/,A word in this category
absorb,v.理解；掌握,6,Chapter 6 科技发明,/əbˈzɔːb/,A word in this category
concentrate,v. 集中(心思)；(使)浓缩,6,Chapter 6 科技发明,/ˈkɒns(ə)ntreɪt/,A word in this category
focus,v.(把……)集中(于) n. 焦点,6,Chapter 6 科技发明,/ˈfəʊkəs/,A word in this category
utilise,(= utilize)v. 利用,6,Chapter 6 科技发明,/ˈjuːtəlaɪz/,A word in this category
usage,n. 使用；(词语的)用法,6,Chapter 6 科技发明,/ˈjuːsɪdʒ/,A word in this category
tester,n. 测试仪；测试员,6,Chapter 6 科技发明,/ˈtestə(r)/,A word in this category
apply,v. 应用，适用,6,Chapter 6 科技发明,/əˈplaɪ/,A word in this category
appliance,n. 应用；(家用)器具,6,Chapter 6 科技发明,/əˈplaɪəns/,A word in this category
facility,n. 设备；便利,6,Chapter 6 科技发明,/fəˈsɪlətɪ/,A word in this category
equipment,n. 设备,6,Chapter 6 科技发明,/ɪˈkwɪpmənt/,A word in this category
instrument,n. 仪器；工具；乐器,6,Chapter 6 科技发明,/ˈɪnstrəmənt/,A word in this category
tool,n. 工具,6,Chapter 6 科技发明,/tuːl/,A word in this category
gauge,n. 测量仪器 v. 测量；判断,6,Chapter 6 科技发明,/ɡeɪdʒ/,A word in this category
measure,v. 测量 n. 衡量；措施,6,Chapter 6 科技发明,/ˈmeʒə(r)/,A word in this category
calculate,v. 计算；考虑，打算,6,Chapter 6 科技发明,/ˈkælkjuleɪt/,A word in this category
compute,v. 计算；估计,6,Chapter 6 科技发明,/kəmˈpjuːt/,A word in this category
count,v. 计算,6,Chapter 6 科技发明,/kaʊnt/,A word in this category
assess,v. 评估；估算,6,Chapter 6 科技发明,/əˈses/,A word in this category
evaluate,v. 评价，评估,6,Chapter 6 科技发明,/ɪˈvæljueɪt/,A word in this category
accessory,n. 附件，配件,6,Chapter 6 科技发明,/əkˈsesəri/,A word in this category
byproduct,n. 副产品,6,Chapter 6 科技发明,/ˈbaɪˌprɒdʌkt/,A word in this category
auxiliary,adj. 辅助的，协助的；备用的,6,Chapter 6 科技发明,/ɔːɡˈzɪliəri/,A word in this category
versatile,adj. 多功能的，多用途的,6,Chapter 6 科技发明,/ˈvɜːsətaɪl/,A word in this category
add,v. 添加；附加,6,Chapter 6 科技发明,/æd/,A word in this category
accumulate,v. 积累；(数额)逐渐增加,6,Chapter 6 科技发明,/əˈkjuːmjəleɪt/,A word in this category
assemble,v.组装；装配,6,Chapter 6 科技发明,/əˈsemb(ə)l/,A word in this category
gather,v. 聚集；采集,6,Chapter 6 科技发明,/ˈɡæðə(r)/,A word in this category
attach,v. 使依附；附加；缚，系，贴,6,Chapter 6 科技发明,/əˈtætʃ/,A word in this category
belong,v. 应在(某处)；适合(某种情形),6,Chapter 6 科技发明,/bɪˈlɒŋ/,A word in this category
optics,n. 光学,6,Chapter 6 科技发明,/ˈɒptɪks/,A word in this category
microscope,n. 显微镜,6,Chapter 6 科技发明,/ˈmaɪkrəskəʊp/,A word in this category
lens,n. 透镜；(照相机等的)镜头,6,Chapter 6 科技发明,/lenz/,A word in this category
radar,n. 雷达，无线电定位装置,6,Chapter 6 科技发明,/ˈreɪdɑː(r)/,A word in this category
echo,n. 回声 v. 发回声；模仿；重复,6,Chapter 6 科技发明,/ˈekəʊ/,A word in this category
sensor,n. 传感器,6,Chapter 6 科技发明,/ˈsensə(r)/,A word in this category
multimedia,n. 多媒体,6,Chapter 6 科技发明,/ˌmʌltiˈmiːdiə/,A word in this category
network,n. 网络；广播网，电视网,6,Chapter 6 科技发明,/ˈnetwɜːk/,A word in this category
browser,n. 浏览器,6,Chapter 6 科技发明,/ˈbraʊzə(r)/,A word in this category
dial,v. 拨(电话号码),6,Chapter 6 科技发明,/ˈdaɪəl/,A word in this category
fantasy,n. 幻想,6,Chapter 6 科技发明,/ˈfæntəsi/,A word in this category
laptop,n. 笔记本电脑,6,Chapter 6 科技发明,/ˈlæptɒp/,A word in this category
software,n. 软件,6,Chapter 6 科技发明,/ˈsɒftweə(r)/,A word in this category
keyboard,n. 键盘,6,Chapter 6 科技发明,/ˈkiːbɔːd/,A word in this category
screen,n. 屏；屏幕 v. 遮蔽,6,Chapter 6 科技发明,/skriːn/,A word in this category
loudspeaker,n. 扬声器，喇叭,6,Chapter 6 科技发明,/ˌlaʊdˈspiːkə(r)/,A word in this category
microphone,n. 话筒，麦克风,6,Chapter 6 科技发明,/ˈmaɪkrəfəʊn/,A word in this category
cassette,n. 盒式磁带；底片盒,6,Chapter 6 科技发明,/kəˈset/,A word in this category
tape,n. 磁带，录音带；胶带,6,Chapter 6 科技发明,/teɪp/,A word in this category
binary,adj. 二进制的；二元的,6,Chapter 6 科技发明,/ˈbaɪnəri/,A word in this category
digital,adj. 数字的,6,Chapter 6 科技发明,/ˈdɪdʒɪt(ə)l/,A word in this category
wireless,adj. 不用电线的，无线的,6,Chapter 6 科技发明,/ˈwaɪələs/,A word in this category
high-definition,adj. 高分辨率的,6,Chapter 6 科技发明,/ˌhaɪ ˌdefɪˈnɪʃn/,A word in this category
audio,adj. 声音的,6,Chapter 6 科技发明,/ˈɔːdiəʊ/,A word in this category
pump,n. 泵 v.(用泵)抽,6,Chapter 6 科技发明,/pʌmp/,A word in this category
generator,n. 发电机,6,Chapter 6 科技发明,/ˈdʒenəreɪtə(r)/,A word in this category
gear,n. 齿轮，传动装置 v. 使适合,6,Chapter 6 科技发明,/ɡɪə(r)/,A word in this category
pivot,n. 枢轴，支点；中心，重点,6,Chapter 6 科技发明,/ˈpɪvət/,A word in this category
hydraulic,adj. 水力的，液压的,6,Chapter 6 科技发明,/haɪˈdrɒlɪk/,A word in this category
drainage,n. 排水系统；排水,6,Chapter 6 科技发明,/ˈdreɪnɪdʒ/,A word in this category
sewage,n.(下水道的)污水,6,Chapter 6 科技发明,/ˈsuːɪdʒ/,A word in this category
ventilation,n. 通风；通风设备,6,Chapter 6 科技发明,/ˌventɪˈleɪʃn/,A word in this category
compress,v. 压紧，压缩,6,Chapter 6 科技发明,/kəmˈpres/,A word in this category
condense,v. 简缩，精简；(使气体)凝结,6,Chapter 6 科技发明,/kənˈdens/,A word in this category
refine,v. 精炼，提纯,6,Chapter 6 科技发明,/rɪˈfaɪn/,A word in this category
